,clean_message,intent
53,what can i do in eze,find.alternatives
54,any walking tours in NICE for this month ,find.activity
55,show me alps activity in nice for december,find.activity
56,any sightseeing in nice,find.alternatives
57,events in antibes this month,find.event
58,show museums in cannes,find.poi
59,show museums  in NICE,find.poi
60,in cannes,find.alternatives
61,in grasse,find.alternatives
62,find a place to stay in nice for this weekend,find.alternatives
63,find a place to stay in Nice for this weekend,find.alternatives
64,find accommodation in antibes,find.accommodation
65,in nice,find.alternatives
66,in grasse,find.alternatives
67,in eze,find.alternatives
68,in st tropez,find.alternatives
69,parks in NICE,find.poi
70,art gallery in NICE,find.activity
71,show me art gallery in NICE,find.activity
72,find art gallery ,find.activity
73,nice,find.activity
74,events for kids in nice,find.alternatives
75,show me somthing in music,find.event
76,nice,find.event
77,this month,find.event
78,what can i do in NICE this october,find.alternatives
79,show me dance shows in NICE,find.alternatives
80,show me dance events in nice this month,find.event
81,what is happening in NICE today ,find.event
82,what can i do in cannes today,find.alternatives
83,suggest me something interesting to do in nice ,find.alternatives
84,in st tropez,find.alternatives
85,pizza place in nice,find.restaurant
86,NICE,find.restaurant
87,coffee shops in nice,find.shopping
88,Hi,Default Welcome Intent
89,find events in Nice and Cannes this november,find.event
90,find sports activity in cannes,find.event
91,this month,find.event
92,find me an event nearby me,find.alternatives
93,next month,find.alternatives
94,find parks in monaco,find.poi
95,find museums in Antibes,find.poi
96,I would like to visit a museum in Cannes,find.poi
97,museums in cannes,find.poi
98,find some events in St Tropez,find.event
99,this month,find.event
100,ok i would like to do some activities in Antibes this weekend something to propose ?,find.activity
101,Im looking for cafe in antibes,find.restaurant
102,find coffee shops in biot,find.restaurant
103,in antibes,find.alternatives
104,in biot,find.alternatives
105,in valbonne,find.alternatives
106,find water sports in antibes for this weekend,find.event
107,sports in st tropez,find.alternatives
108,ok thank you ,leave.positive
109,find some concerts in Nice this weekend,find.event
110,i would like to do some shopping in Nice,find.alternatives
111,shopping in Nice,find.alternatives
112,i want to book a room in hotel,find.accommodation
113,Nice,find.accommodation
114,what's up bot,Default Welcome Intent
115,events next week-end in NICE,find.alternatives
116,i want to spend the weekend in nice can you recommend to me the best hotels there,find.alternatives
117,Hi,Default Welcome Intent
118,Hi I would like to see music festival in Nice ,find.event
119,this month,find.event
120,show me events in Nice this month,find.event
121,more,find.more
122,more ,find.more
123,music events in Cannes this month,find.event
124,music events in cannes this year,find.event
125,in nice,find.alternatives
126,find a restaurant around me,find.restaurant
127,show me restaurants in Nice,find.restaurant
128,show me some coffees in Cannes,find.alternatives
129,find hotel in Nice,find.accommodation
130,hey could you find any cool hotel close to me ? ,find.accommodation
131,and in Nice ? ,find.alternatives
132,i would like to visit St Tropez,find.alternatives
133,show me sightseeing in St Tropez,find.alternatives
134,I'm looking for some good museum to visit in Nice,find.poi
135,show me some tours to do in Cannes,find.activity
136,what about Nice ? ,find.alternatives
137,ok then i would like to eat in a romantic restaurant with my wife,find.restaurant
138,Nice ,find.restaurant
139,and in cannes ? ,find.alternatives
140,In St Tropez,find.alternatives
141,restaurants in St Tropez,find.alternatives
142,ok now can you find me some theater plays in Nice ? ,find.activity
143,show me theater places,find.activity
144,nice,find.activity
145,show me play in nice,find.alternatives
146,theater in NICE,find.activity
147,find me an event about theater in Nice ,find.event
148,this month,find.event
149,theater plays in Nice,find.activity
150,show me cultural events in Cannes,find.event
151,this month,find.event
152,music event in Cannes this month,find.event
153,find some cultural events in Nice,find.event
154,this month,find.event
155,in St Tropez ?,find.alternatives
156,music events in Cannes this month,find.event
157,Hi,Default Welcome Intent
158,Hi,Default Welcome Intent
159,hey,Default Welcome Intent
160,Hi,Default Welcome Intent
161,could you find me some cultural events,find.event
162,Nice,find.event
163,this week,find.event
164,more ,find.more
165,and what about Mougins ?,find.alternatives
166,and this month ?,find.alternatives
167,ok so find me now some hotel around me,find.alternatives
168,fuck you,insult
169,ok find some hotel around me,find.accommodation
170,Hi,Default Welcome Intent
171,hi,Default Welcome Intent
172,show some events tomorrow in Nice,find.event
173,show events in Nice tomorrow,find.event
174,hi,Default Welcome Intent
175,hi,Default Welcome Intent
176,show activity for kids in nice,find.event
177,this month,find.event
178,what can i do in nice this december,find.activity
179,museum in st tropez,find.poi
180,restart,abandon
181,museums in biot,find.poi
182,show me all the events in cannes,find.event
183,this month,find.event
184,more,find.more
185,some more,find.more
186,find some hotel in cannes this weekend,find.accommodation
187,i don't know where is the cinema in Cannes,find.event
188,today,find.event
189,find cinema events in NICE this month,find.event
190,Find some concert in Nice this weekend,find.event
191,show me the places to visit in Monaco,find.poi
192,events in monaco,find.event
193,this month,find.event
194,show me the places to visit in Nice,find.poi
195,propose me events in monaco for december,find.event
196,show me what to do this evening in nice,find.event
197,events today in NICE,find.event
198,reboot,abandon
199,show me events in NICE today,find.event
200,show me events in Nice this week,find.event
201,show me places in Nice,find.event
202,today,find.event
203,show me some activities in Nice,find.event
204,this week,find.event
205,show me events in Nice,find.event
206,this week,find.event
207,show me the places to visit in Monaco,find.poi
208,stop,abandon
209,check sightseeings in Nice,find.poi
210,Hi,Default Welcome Intent
211,show sightseeings in Nice,find.poi
212,show sightseeings in Nice,find.poi
213,find something to do in NICE today,find.activity
214,in grasse,find.shopping
215,in cannes,find.shopping
216,stop,abandon
217,any midnight events in nice this month,find.event
218,check sightseeings in Nice,find.poi
219,more,find.more
220,show me places in St Tropez,find.shopping
221,show me places in Nice,find.shopping
222,what can i do in grasse today,find.activity
223,show me more ,find.more
224,ok thank you ,leave.positive
225,'hi,Default Welcome Intent
226,book a table,find.accommodation
227,nice,find.accommodation
228,help me book,find.accommodation
229,cannes,find.accommodation
230,what are the museums of Nice,find.poi
231,what do you suggest me to do in NICE,find.shopping
232,Things to do in Cannes,find.shopping
233,night life in nice,find.accommodation
234,game night in Nice this month,find.accommodation
235,what to visit in Antibes,find.poi
236,Hi,Default Welcome Intent
237,Hi,Default Welcome Intent
238,hi,Default Welcome Intent
239,show me events in nice,find.event
240,hi,Default Welcome Intent
241,today,find.event
242,show me events in nice today,find.event
243,show me places in nice,find.shopping
244,show me plays in nice,find.event
245,this month,find.event
246,Hi,Default Welcome Intent
247,antibe train station,find.shopping
248,find antibe train station,find.shopping
249,gare d'antibes,find.shopping
250,reboot,abandon
251, find museums in antibes,find.poi
252,where is chateau Grimaldi,find.accommodation
253,antibes,find.accommodation
254,show places in Nice,find.shopping
255,where is the Chateau Grimaldi in Antibes ?,find.accommodation
256,Where is the Mamac museum in Nice?,find.poi
257,check for pet friendly restaurants in antibes,find.restaurant
258,cafe in juan,find.restaurant
259,juan le pins,find.restaurant
260,cafe in antibes,find.restaurant
261,pubs in antibes,find.restaurant
262,what can i do in antibes,find.generic
263,what can i do in antibes,find.generic
264,what can i do in antibes,find.generic
265,reboot,abandon
266,what can i do in antibes,find.generic
267,what can i do in antibes,find.generic
268,show hotel nearby,find.accommodation
269,what can i do in Antibes?,find.generic
270,events,find.event
271,Antibes,find.event
272,reboot,abandon
273,events,find.event
274,nice,find.event
275,today,find.event
276,what can i do in Antibes,find.generic
277,what can i do in nice,find.generic
278,what can i do in Nice,find.generic
279,what can i do in Antibes?,find.generic
280,what can i do in Nice,find.generic
281,what can i do in Nice,find.generic
282,what can i do in NIce,find.generic
283,i give up,leave.negative
284,find sports activity in Cannes,find.activity
285,Cannes,find.activity
286,what is interesting in NICE today at 8:00,find.activity
287,what iwhat is interesting in NICE today at 8:00 pm,find.activity
288,suggest me something to do in Nice today,find.activity
289,i want to go out this weekend in cannes,find.generic
290,I want to go to cannes this weekend show me events,find.event
291,anything to do in grasse,find.generic
292,events,find.event
293,suggest me something to do in cannes,find.generic
294,activities,find.event
295,find events in Nice and Cannes this november,find.event
296,more,find.more
297,Find events near me,find.event
298,propose me something to do in St tropez,find.generic
299,this year,find.event
300,food,find.event
301,eating,find.restaurant
302,Nice,find.restaurant
303,find me an event nearby me,find.event
304,this month,find.event
305,how can you help?,find.generic
306,how to go from nice airport to downtown ?,find.shopping
307,stop,abandon
308,stop,abandon
309,stop,abandon
310,find all events in grass ?,find.event
311,Grasse,find.event
312,This month,find.event
313,find me events in Juan les pins,find.event
314,this month,find.event
315,find me events in Juan le pins,find.event
316,what is happening in nice,find.shopping
317,find events in NICE for 6:00 pm today,find.event
318,find a place to eat near me,find.restaurant
319,find some fastfoods near me,find.restaurant
320,to do some shopping in Nice,find.shopping
321,yes i'm bored,find.activity
322,check events this weekend in nice,find.event
323,is there an ATM around me ?,find.shopping
324,check events on 20 september in nice,find.event
325,show me events for this weekend in cannes,find.event
326,local business next to me,find.shopping
327,any events in st tropez this eveneing,find.event
328,at 9,find.event
329,do you speak french?,Default Fallback Intent
330,concerts in nice,find.event
331,this mont,find.event
332,this month,find.event
333,where are you from,Default Fallback Intent
334,how are you doing?,Default Fallback Intent
335,what time is it?,Default Fallback Intent
336,what are the available cities?,Default Fallback Intent
337,French Riviera,Default Fallback Intent
338,i want events in the French Riviera,find.event
339,find same musem in nice,find.shopping
340,events in nice today midnight,find.event
341,what to do?,find.event
342,this month,find.event
343,is there any nice places to visit in Nice ?,find.poi
344,Historical and Cultural Sites,find.alternatives
345,weather paris,Default Fallback Intent
346,can you suggest me the best places to visit in Nice ?,find.poi
347,bot you are stupid,leave.negative
348,any awsome places in nice ?,find.shopping
349,places,find.poi
350,ncie,find.poi
351,Cannes,find.poi
352,which places can i visit at cote d'azur,find.poi
353,Vence,find.poi
354,which places can i visit at cote d'azur,find.poi
355,Cannes,find.poi
356,i want to make reservation,find.generic
357,hotels,find.accommodation
358,Nice,find.accommodation
359,i want to know where the best party,find.event
360,Nice,find.event
361,this month,find.event
362,can i ask you a question,Default Fallback Intent
363,Where can i do a shopping ,find.shopping
364,Cannes,find.shopping
365,sighseeing and place to visit,find.poi
366,Nice,find.poi
367,show me map of nice,find.shopping
368,culturelle,Default Fallback Intent
369,what do you want me to do?,find.generic
370,stop,abandon
371,where is Monaco located?,find.shopping
372,stop,abandon
373,I want to buy some gifts,find.shopping
374,Cannes,find.shopping
375,shopping center,find.shopping
376,"Nic""",find.shopping
377,Cannes,find.shopping
378,give me romantic events in nice today,find.event
379, i want to know the best places in Nice,find.shopping
380,anything happening on 15th september in Nice,find.event
381,give me the best place in Nice,find.shopping
382,in cannes,find.shopping
383,in grasse,find.shopping
384,weather,weather
385,find some hôtel nearby me,find.shopping
386,suggest me some activities in Nice today,find.activity
387,rent a car,Default Fallback Intent
388,i need a doctor near my place,find.shopping
389,boat trip,Default Fallback Intent
390,what can i do ?,find.generic
391,activities in Cannes,find.shopping
392,tell me what can i do,find.generic
393,what to do by foot in 3 hours time in nice ?,find.activity
394,clubbing in Jean-les-pins,find.activity
395,Juan les pins,find.activity
396,find activity in st tropez,find.activity
397,show more,find.more
398,look for some activity in Nice for november,find.activity
399,in cannes,Default Fallback Intent
400,water sports in Nice,find.activity
401,i want to do some shopping in Nice,find.shopping
402,activities in Cannes,find.activity
403,show more,find.more
404,shopping in nice,find.shopping
405,in cannes,Default Fallback Intent
406,shopping in cannes,find.shopping
407,show me the places to danse,find.accommodation
408,Cannes,find.accommodation
409,events in nice,find.event
410,this month,find.event
411,in cannes,Default Fallback Intent
412,i want to find bike location,Default Fallback Intent
413,Hi ,Default Welcome Intent
414,what to do in Nice this december,find.generic
415,events in Nice this december,find.event
416,show more,find.more
417,in cannes,Default Fallback Intent
418,museums in Grasse,find.poi
419,in antibes,Default Fallback Intent
420,museums in antibes,find.poi
421,find a cafe in antibes,find.restaurant
422,activity in antibes,find.activity
423,show more,find.more
424,find local market in nice,find.shopping
425,cafe in biot,find.restaurant
426,restaurants in biot,find.restaurant
427,show more,find.more
428,some more,find.more
429,cafe in valbonne,find.restaurant
430,find events in nice,find.event
431,this month,find.event
432,in cannes,Default Fallback Intent
433,what do you suggest me to do in NICe,find.generic
434,find events in NICE this december,find.event
435,activities,find.activity
436,Nice,find.activity
437,in cannes,Default Fallback Intent
438,in city cannes,Default Fallback Intent
439,find events in cannes,find.event
440,this month,find.event
441,find events in Nice,find.event
442,this month,find.event
443,next week,Default Fallback Intent
444,events in Nice this month,find.event
445,in Cannes,Default Fallback Intent
446,in cannes,Default Fallback Intent
447,in grasse,Default Fallback Intent
448,in antibes,Default Fallback Intent
449,events in cannes this december,find.event
450,im bored,Default Fallback Intent
451,i give up,leave.negative
452,im bored help me find events in cannes,find.event
453,today,find.event
454,what about cannes ?,Default Fallback Intent
455,reset,abandon
456,check events in Nice this month,find.event
457,what about Cannes?,find.alternatives
458,check for walking tours in Nice this month,find.activity
459,next month,find.alternatives
460,show me events in Nice this month,find.event
461,in cannes,find.alternatives
462,in grasse,find.alternatives
463,in st topez,find.alternatives
464,find events in cannes this november,find.event
465,in nice,find.alternatives
466,in grasse,find.alternatives
467,in st tropez,find.alternatives
468,find activities in cannes ,find.activity
469,in nice,find.alternatives
470,in grasse,find.alternatives
471,in st tropez,find.alternatives
472,in antibes,find.alternatives
473,in Juan les Pins,find.alternatives
474,cafe in Juan les Pins,find.restaurant
475,events in Juan les Pins,find.event
476,this month,find.event
477,Hi,Default Welcome Intent
478,Hi,Default Welcome Intent
479,Hi,Default Welcome Intent
480,hi ,Default Welcome Intent
481,im looking for events in nice this month,find.event
482,in cannes,find.alternatives
483,in st tropez,find.alternatives
484,in grasse,find.alternatives
485,Hi,Default Welcome Intent
486,Hi I would like events at cannes next week,find.event
487,and what about Nice ?,find.alternatives
488,and for this month ?,find.alternatives
489,now i would like to eat something nearby,find.restaurant
490,find me some museums in Nice,find.poi
491,Hi,Default Welcome Intent
492,Hi,Default Welcome Intent
493,hi,Default Welcome Intent
494,Hi,Default Welcome Intent
495,find events in NICE in monaco,find.event
496,this november,find.event
497,Hi,Default Welcome Intent
498,Hello,Default Welcome Intent
499,what to visit in NICE,find.poi
500,in cannes,find.alternatives
501,in monaco,find.alternatives
502,in antibes,find.alternatives
503,show me day trips in NICE,find.activity
504,sports activity,find.activity
505,NICE,find.activity
506,show walking tours in NICE,find.activity
507,sightseeings in nice,find.poi
508,museums in NICE,find.poi
509,show some nice place ,find.more
510,show me nice place in cannes,find.poi
511,hi,Default Welcome Intent
512,show me activitiy in nice,Default Fallback Intent
513,show me activity in Nice,find.activity
514,day trips in cannes this month,find.activity
515,activity,find.activity
516,cannes,find.activity
517,show me night activity in Cannes,find.activity
518,Show me events only in Night in Nice on December,find.event
519,show me some nice place to see in NICE,find.accommodation
520,show me some nice place to see,find.more
521,restart,abandon
522,show me places in NICE,find.poi
523,suggest some events for tomorrow in Nic,find.event
524,nice,find.event
525,find any activity in monaco,find.activity
526,i'm hungry,find.restaurant
527,nice,find.restaurant
528,more,find.more
529,more,find.more
530,find events in NICE and Cannes this november,find.event
531,find parks in monaco,find.poi
532,find museums in Antibes,find.poi
533,show me an hotel with car park in nice,find.poi
534,Find hotels with car parking in Nice,find.accommodation
535,find some events in St Tropez,find.event
536,december,find.event
537,find some events in Cannes this week,find.event
538,show more,find.more
539,find some in events in Cannes this month,find.event
540,any sports match in cannes,find.event
541,this month,find.event
542,Im looking for cafe in antibes,find.restaurant
543,check all events in Nice,find.event
544,this month,find.event
545,find church in Antibes,find.poi
546,any museum in Cannes,find.poi
547,Find Museums in Cannes,find.poi
548,find museums in Nice,find.poi
549,in cannes,find.alternatives
550,Museums in Nice,find.poi
551,in grasse,find.alternatives
552,what can i do in grasse,find.generic
553,city,Default Fallback Intent
554,wat can i see in grasse,Default Fallback Intent
555,what can i see in grasse,find.generic
556,sightseeings in grasse,find.poi
557,can you propose shops in NICE,find.shopping
558,in cannes,find.alternatives
559,in monaco,find.alternatives
560,find art shops in NICE,find.shopping
561,in cannes,find.alternatives
562,tell me about events in Cannes this week,find.event
563,what can i do in cannes,find.generic
564,show me attractions in cannes,Default Fallback Intent
565,show me attractions in cannes,Default Fallback Intent
566,tell me concerts in cannes this month,find.event
567,next month,find.alternatives
568,tell me concerts in Nice this month,find.event
569,to do some shopping in Nice,find.shopping
570,more,find.more
571,more,find.more
572,more,find.more
573,more,find.more
574,more,find.more
575,find cafe in monaco,find.restaurant
576,find events in monticarlo,find.event
577,monticarlo,find.event
578,monti carlo,find.event
579,monte carlo,find.event
580,find events in monaco,find.event
581,december,find.event
582,find plays in nice,find.event
583,this month,find.event
584,anytime,Default Fallback Intent
585,what can my kids do in Nice this december,find.generic
586,shopping for kids in Nice,find.shopping
587,comedy shows in nice this month,find.event
588,next month,find.alternatives
589,matches in nice this month,find.event
590,sports activity in Nice this month,find.activity
591,matches in cannes this month,find.event
592,hi,Default Welcome Intent
593,hi,Default Welcome Intent
594,events in monaco this month,find.event
595,show more,find.more
596,find events in Nice,find.event
597,this month,find.event
598,Hi,Default Welcome Intent
599,find sports activity in cannes,find.activity
600,hi,Default Welcome Intent
601,I want to eat local food in nice,find.restaurant
602,pizza place in nice,find.restaurant
603,hi,Default Welcome Intent
604,Hi,Default Welcome Intent
605,check for museums in cannes,find.poi
606,hi,Default Welcome Intent
607,Hi,Default Welcome Intent
608,hi?,Default Welcome Intent
609,suggest some events for tomorrow in Nice,find.event
610,can you show me accommodation in Vence ? ,find.accommodation
611,hi,Default Welcome Intent
612,check museums in cannes,find.poi
613,show me activity in NICE for kinds,find.activity
614,show activity for kids in Nice,find.activity
615,places to see in Nice,find.accommodation
616,show me fitness events in Nice this month,find.event
617,art gallery in Nice,find.poi
618,in cannes,find.alternatives
619,show me tobac in NICE,Default Fallback Intent
620,show me parties in NICE,find.event
621,this september,find.event
622,november,find.alternatives
623,Italian restaurants near me,find.restaurant
624,show more,Default Fallback Intent
625,find night clubs in NICE,find.activity
626,what is going on in nice,find.generic
627,what is going in nice now,find.generic
628,events in Nice today,find.event
629,show me all day tours in Beausoleil,find.activity
630,show me events in Beausoleil,find.event
631,this month,find.event
632,hi,Default Welcome Intent
633,Hi,Default Welcome Intent
634,Hi,Default Welcome Intent
635,Hi,Default Welcome Intent
636,Could you book a room in Montreal,find.accommodation
637,Montréal,find.accommodation
638,Tokyo,find.accommodation
639,New york,find.accommodation
640,Cannes,find.accommodation
641,Hi,Default Welcome Intent
642,hello ,Default Welcome Intent
643,musée,Default Fallback Intent
644,Museum,find.poi
645,can you show me best hotels around me ?,find.accommodation
646,new york,find.poi
647,Paris,find.poi
648,antibes,find.poi
649,can you tell me what is happening today in Nice,find.event
650,Nice,find.event
651,today,find.event
652,what happens this week end ?,find.event
653,Antibes,find.event
654,Hi,Default Welcome Intent
655,hi ,Default Welcome Intent
656,what can i do in Nice today,find.generic
657,show me events,find.event
658,Nice,find.event
659,today,find.event
660,what can i do in cannes this month,find.generic
661,events in cannes,find.event
662,this month,find.event
663,find food in nice,find.restaurant
664,more,find.more
665,Hi,Default Welcome Intent
666,check for events in monaco this sunday,find.event
667,this month,find.alternatives
668,show more,find.more
669,museums in cannes,find.poi
670,in nice,find.alternatives
671,find play area for kids in Nice,find.event
672,this weekend,find.event
673,find a pet friendly place in Nice,Default Fallback Intent
674,find plays area for pets,find.event
675,Nice,find.event
676,today,find.event
677,Hi,Default Welcome Intent
678,hi,Default Welcome Intent
679,i need a place to stay in Monaco this weekend,find.accommodation
680,eatouts in monaco for dinner tonight,find.alternatives
681,dinner in monaco tonight,find.alternatives
682,restaurants in monaco,find.restaurant
683,eat outs in Nice,find.restaurant
684,eat outs in monaco,find.restaurant
685,more,find.more
686,find amusement parks in NICE ,find.activity
687,find water place in Nice,find.poi
688,Hi,Default Welcome Intent
689,Hi,Default Welcome Intent
690,Hi,Default Welcome Intent
691,Hi,Default Welcome Intent
692,find events in NICE this weekend,find.event
693,what can i do in NICE,find.generic
694,local stores in nice,Default Fallback Intent
695,shopping in nice,find.shopping
696,what can i do in NICE today,find.generic
697,attractions,Default Fallback Intent
698,show me attractions,Default Fallback Intent
699,show me attractions in NICE,Default Fallback Intent
700,show me places in NICE,find.poi
701,show me sight seeings in NICE ,find.more
702,sight seeings in cannes,leave.positive
703,show me shops in Nice,find.shopping
704,show me stores in Nice,Default Fallback Intent
705,hi,Default Welcome Intent
706,sight seeings in Nice,leave.positive
707,places to see in Nice,find.accommodation
708,see ya,leave.positive
709,seeing,leave.positive
710,Hi,Default Welcome Intent
711,Hi,Default Welcome Intent
712,events in Nice,find.event
713,today,find.event
714,bye bye,leave.positive
715,goodbye,leave.positive
716,see you,leave.positive
717,see you later,leave.positive
718,Great  thank you ,leave.positive
719,okshut down,leave.positive
720,Farewell,leave.positive
721,ok bye,leave.positive
722,I'm done,leave.positive
723,done bye,leave.positive
724,adiyos amigo,leave.positive
725,fine I'm leaving now,leave.positive
726,chow,leave.positive
727,see ya,leave.positive
728,enough for today,leave.positive
729,thanks for the help,leave.positive
730,my search is done ,leave.positive
731,thanks for search,leave.positive
732,it was a pleasure,leave.positive
733,great results thanks,leave.positive
734,end now,leave.positive
735,thanks end now,leave.positive
736,my search ends,leave.positive
737,ok thank you for the help,leave.positive
738,leave me alone,leave.negative
739,go away,leave.negative
740,get lost,leave.negative
741,get out of there,leave.negative
742,I'm fed up,leave.negative
743,I'm tired,leave.negative
744,Push off,leave.negative
745,Leave me alone,leave.negative
746,Leave me alone,leave.negative
747,Go away,leave.negative
748,this is dissapointing,leave.negative
749,this is disappointing,abandon
750,Get out of there,leave.negative
751,not good at all,leave.negative
752,Shut off,leave.negative
753,Shut down,leave.negative
754,this is not helping,leave.negative
755,i'm fed up,leave.negative
756,you are annoying me,leave.negative
757,I stop,leave.negative
758,I will leave,leave.negative
759,I've had enough,leave.negative
760,I'm fed up,leave.negative
761,I can not stand you anymore,leave.negative
762,I had enough,leave.negative
763,I have had more than enough,leave.negative
764,asshole,leave.negative
765,I'm sick of it,leave.negative
766,I will slap myslef,leave.negative
767,I had my dose,leave.negative
768,thanks for nothing,leave.negative
769,bot you are stupid,leave.negative
770,Find hotels with car parking in Nice,find.accommodation
771,Show events in Nice for this evening,find.event
772,Show walking tours in Nice,find.activity
773,Show me sports activity in nice,find.activity
774,Show me night activities in cannes,find.activity
775,Show me  only  Night events in Nice on December,find.event
776,show me sports events in Nice this December,find.event
777,show me museums  in Cannes,find.poi
778,theme park in antibes,find.activity
779,Hi,Default Welcome Intent
780,finally no,abandon
781,stop,abandon
782,Ok in fact no,abandon
783,ok cancel,abandon
784,not good,abandon
785,not what i want,abandon
786,not what i asked,abandon
787,reset,abandon
788,reboot,abandon
789,resetting,abandon
790,abort,abandon
791,new request,abandon
792,new sequence,abandon
793,restart,abandon
794,start over,abandon
795,resume,abandon
796,give up,abandon
797,not interested,abandon
798,revert,abandon
799,Boring change the plan,abandon
800,find something else,abandon
801,other plans,abandon
802,change of plans,abandon
803,never mind thanks,abandon
804,hate this plan find something else,abandon
805,No this plan,abandon
806,Not this plan,abandon
807,start again,abandon
808,from the beginning,abandon
809,lets start again,abandon
810,ok I lost it,abandon
811,revert my request,abandon
812,check form the start,abandon
813,replay,abandon
814,no options ok start again,abandon
815,Find events in Nice this month,find.event
816,hi,Default Welcome Intent
817,find events in Nice this month,find.event
818,cannes,find.alternatives
819,monacoo,Default Fallback Intent
820,find events in Nice this month,find.event
821,cannes,find.alternatives
822,monacco,Default Fallback Intent
823,Hi,Default Welcome Intent
824,Bonjour,Default Welcome Intent
825,je voudrais des événements,find.event
826,Français,find.event
827,Nice,find.event
828,this month,find.event
829,ce mois-ci,find.event
830,ce mois,find.event
831,French,Default Fallback Intent
832,est-ce que tu peux me montrer les activités,find.activity
833,Nice,find.activity
834,recommence,abandon
835,je voudrais manger dans un bon resto,Default Fallback Intent
836,je voudrais manger dans un restaurant,find.restaurant
837,Cannes,find.restaurant
838,je voudrais manger dans un bon restaurant,find.restaurant
839,Nice,find.restaurant
840,Hi,Default Welcome Intent
841,find events in Nice this month,find.event
842,cannes,find.alternatives
843,monacco,Default Fallback Intent
844,montre moi en d'autres,Default Fallback Intent
845,plus,Default Fallback Intent
846,adresse du musée Mamac,find.poi
847,Nice,find.poi
848,where is the Mamac museum ? ,find.poi
849,Nice,find.poi
850,Hi,Default Welcome Intent
851,what do you suggest me to do in Nice,find.generic
852,any suggestions to do in Nice,find.generic
853,activities,find.activity
854,nice,find.activity
855,clubbing in Jean-les-pins,find.activity
856,what can i do,find.generic
857,wher can i do shopping,find.shopping
858,is there any atm near me?,find.shopping
859,local business next to me,find.alternatives
860,you are stupid,Default Fallback Intent
861,any place in nice?,find.poi
862,any awesome place in nice?,find.poi
863,Hi,Default Welcome Intent
864,Hi,Default Welcome Intent
865,I would like to see zoos in Nice,find.activity
866,restart,abandon
867,events,find.event
868,reboot,abandon
869,I want to see zoos in Nice,find.activity
870,I wan to do a cultural tour,find.activity
871,Nice,find.activity
872,Hi,Default Welcome Intent
873,find events in cannes today,find.event
874,hi,Default Welcome Intent
875,hi,Default Welcome Intent
876,find events in cannes today,find.event
877,nice,find.alternatives
878,monoco,Default Fallback Intent
879,find cafe in antibe,find.restaurant
880,in biot,find.alternatives
881,cafe in biot,find.restaurant
882,coffee shops in biot,find.restaurant
883,in antibes,find.alternatives
884,Hi,Default Welcome Intent
885,what can i do in monaco this month,find.generic
886,check for events in monaco,find.event
887,this month,find.event
888,find activity in monaco this month,find.activity
889,find hotels in antibes,find.accommodation
890,find hotels with swimming pool in Antibes,find.activity
891,find all events in Nice this december,find.event
892,find matches in Nice this december,find.event
893,find music events in Nice this december,find.event
894,music events in nice this month,find.event
895,what can i do in Nice,find.generic
896,what can i do in Nice,find.generic
897,what can i do in nice,find.generic
898,show me city attractions in nice,Default Fallback Intent
899,show me activities to do in nice,find.activity
900,show me activities in nice,find.activity
901,shopping in nice,find.shopping
902,Hi,Default Welcome Intent
903,Bonjour je voudrais suivre des cours de conduite,Default Welcome Intent
904,Hi,Default Welcome Intent
905,Hi,Default Welcome Intent
906,restaurant,find.restaurant
907,nice,find.restaurant
908,Hi,Default Welcome Intent
909,hi,Default Welcome Intent
910,Do you love lionel some?,Default Fallback Intent
911,Fuck u,insult
912,sorry for that,Default Fallback Intent
913,sorry,Default Fallback Intent
914,why so stupid,insult
915,wow u scared me,Default Fallback Intent
916,wow you scared me,Default Fallback Intent
917,say that again?,abandon
918,what can you do?,find.generic
919,yes events please,find.event
920,nice,find.event
921,tomorrow,find.event
922,events in antibes,find.event
923,today,find.event
924,events in nice this weekend,find.event
925,Hi,Default Welcome Intent
926,hi guys\,Default Welcome Intent
927,tinder events,find.event
928,Nice,find.event
929,Hi,Default Welcome Intent
930,eurecom,Default Fallback Intent
931,what do you know,find.generic
932,subway near me,Default Fallback Intent
933,restaurants near me,find.restaurant
934,pwd,Default Fallback Intent
935,what do you want from me,find.generic
936,shopping,find.shopping
937,antibes,find.shopping
938,ice cream,find.restaurant
939,antibes,find.restaurant
940,Hi,Default Welcome Intent
941,hi,Default Welcome Intent
942,find events in nice this month,find.event
943,hi,Default Welcome Intent
944,find activity in nice,find.activity
945,cannes,find.alternatives
946,manaco,Default Fallback Intent
947,find events in Monaco,find.event
948,hi,Default Welcome Intent
949,what can i do in NICE tonight,find.generic
950,shopping in nice,find.shopping
951,cafe shops in nice,find.shopping
952,events in nice,find.event
953,today,find.event
954,find events in nice on december,find.event
955,find music events in Nice december,find.event
956,chaplet in Nice ,find.alternatives
957,parks in monaco,find.poi
958,in cannes,find.alternatives
959,find activity in grasse,find.activity
960,find events in monaco,find.event
961,this december,find.event
962,show me performing Acts events in Monaco this december,find.event
963,show me sports events in monaco this december,find.event
964,find music events in cannes,find.event
965,this month,find.event
966,find all events in cannes,find.event
967,this mnonth,find.event
968,this month,find.event
969,Hi ,Default Welcome Intent
970,check for place to stay in monaco,find.accommodation
971,any events happening tonight,find.event
972,monaco,find.event
973,museums ,find.poi
974,monaco,find.poi
975,show events in Nice this month,find.event
976,in cannes,find.alternatives
977,in monaco,find.alternatives
978,grasse,find.alternatives
